fips,QAT,ECU,SEN,NED,ENG,IRN,WAL,ARG,KSA,MEX,POL,FRA,AUS,DEN,TUN,ESP,CRC,GER,JPN,BEL,CAN,MAR,CRO,BRA,SRB,SUI,CMR,POR,GHA,URU,KOR
13271,0.0,50.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
31123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0
55013,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,45.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,4.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
02240,3.0,0.0,0.0,10.0,9.0,0.0,11.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,5.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29059,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08083,0.0,0.0,0.0,0.0,0.0,0.0,11.0,54.0,0.0,260.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13087,0.0,0.0,0.0,0.0,0.0,0.0,8.0,25.0,0.0,444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0
19153,171.0,160.0,0.0,12.0,91.0,0.0,126.0,113.0,73.0,8580.0,165.0,23.0,0.0,37.0,24.0,86.0,70.0,309.0,53.0,0.0,465.0,88.0,207.0,141.0,6.0,0.0,26.0,14.0,206.0,1.0,721.0
42085,0.0,49.0,0.0,0.0,22.0,2.0,36.0,3.0,0.0,92.0,28.0,10.0,0.0,3.0,0.0,30.0,0.0,80.0,6.0,11.0,89.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0
31133,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,9.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01049,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,17.0,3011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,6.0,16.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12086,391.0,16146.0,18.0,710.0,1572.0,1408.0,1679.0,26809.0,846.0,26354.0,1497.0,5490.0,0.0,269.0,475.0,11443.0,4670.0,3040.0,811.0,542.0,4432.0,1514.0,187.0,17902.0,247.0,666.0,247.0,724.0,67.0,5365.0,1315.0
37141,0.0,0.0,0.0,0.0,83.0,0.0,49.0,26.0,0.0,1113.0,5.0,2.0,0.0,7.0,0.0,0.0,0.0,93.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,18.0
45047,15.0,0.0,0.0,4.0,1.0,0.0,25.0,97.0,0.0,1710.0,39.0,0.0,0.0,0.0,0.0,22.0,0.0,102.0,24.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0
56041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12111,0.0,1131.0,0.0,43.0,1111.0,44.0,274.0,408.0,12.0,5390.0,101.0,179.0,0.0,14.0,7.0,102.0,201.0,1155.0,13.0,91.0,2110.0,71.0,0.0,1514.0,0.0,83.0,0.0,772.0,254.0,31.0,379.0
53011,134.0,75.0,13.0,204.0,460.0,288.0,389.0,109.0,11.0,10663.0,148.0,111.0,0.0,94.0,17.0,79.0,71.0,655.0,702.0,61.0,1959.0,9.0,27.0,182.0,113.0,53.0,0.0,29.0,50.0,59.0,1947.0
13297,0.0,0.0,0.0,20.0,59.0,44.0,12.0,0.0,0.0,783.0,0.0,36.0,0.0,0.0,0.0,0.0,27.0,279.0,0.0,12.0,78.0,11.0,0.0,16.0,0.0,0.0,0.0,0.0,5.0,0.0,24.0
31153,0.0,5.0,35.0,0.0,130.0,13.0,189.0,48.0,0.0,2616.0,95.0,39.0,0.0,9.0,0.0,0.0,9.0,299.0,392.0,11.0,126.0,0.0,23.0,5.0,0.0,0.0,0.0,0.0,40.0,0.0,391.0
72051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48455,0.0,54.0,0.0,10.0,0.0,0.0,13.0,0.0,0.0,447.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47113,0.0,0.0,0.0,3.0,87.0,3.0,5.0,22.0,0.0,844.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,13.0,32.0,0.0,29.0,0.0,14.0,113.0,0.0,0.0,0.0,0.0,6.0,0.0,64.0
18141,26.0,162.0,0.0,44.0,97.0,26.0,160.0,56.0,24.0,4347.0,229.0,219.0,0.0,0.0,0.0,4.0,23.0,295.0,380.0,57.0,484.0,29.0,46.0,159.0,0.0,14.0,0.0,0.0,40.0,49.0,451.0
40125,16.0,0.0,0.0,0.0,2.0,28.0,12.0,0.0,0.0,277.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,22.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
01105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
19075,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
45009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2031.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,15.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06061,144.0,20.0,0.0,174.0,931.0,1504.0,749.0,51.0,91.0,6450.0,180.0,335.0,0.0,65.0,0.0,165.0,96.0,1066.0,475.0,80.0,1682.0,28.0,50.0,137.0,6.0,51.0,0.0,340.0,75.0,25.0,995.0
29045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51720,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37089,10.0,61.0,0.0,32.0,176.0,15.0,145.0,41.0,30.0,3381.0,75.0,21.0,0.0,0.0,0.0,24.0,0.0,278.0,3.0,13.0,303.0,0.0,0.0,220.0,0.0,0.0,0.0,21.0,16.0,37.0,52.0
48161,0.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,954.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42083,0.0,0.0,0.0,0.0,23.0,0.0,12.0,0.0,0.0,66.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,31.0,0.0,0.0,39.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0
20039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
47017,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,254.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,16.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38071,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
37023,0.0,23.0,0.0,0.0,71.0,0.0,7.0,0.0,0.0,638.0,83.0,0.0,0.0,65.0,0.0,0.0,0.0,53.0,176.0,0.0,77.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,99.0
13125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20043,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
08123,36.0,28.0,0.0,12.0,167.0,61.0,115.0,45.0,31.0,18502.0,135.0,12.0,0.0,40.0,0.0,42.0,72.0,477.0,43.0,0.0,330.0,27.0,0.0,21.0,0.0,88.0,0.0,0.0,25.0,0.0,513.0
17021,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0
13319,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37103,3.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39051,0.0,0.0,0.0,15.0,14.0,0.0,0.0,0.0,0.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,35.0,20.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,4.0
05071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1585.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37097,0.0,78.0,0.0,59.0,127.0,144.0,46.0,19.0,0.0,3151.0,10.0,19.0,0.0,0.0,21.0,7.0,18.0,245.0,451.0,9.0,502.0,0.0,0.0,102.0,0.0,35.0,0.0,60.0,61.0,11.0,355.0
17013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38097,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0
22079,0.0,88.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,138.0,23.0,0.0,46.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0
27099,0.0,123.0,0.0,3.0,9.0,0.0,2.0,0.0,0.0,1230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,6.0,0.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,91.0
29135,0.0,0.0,0.0,0.0,0.0,9.0,0.0,10.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
13229,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20045,58.0,0.0,367.0,0.0,186.0,151.0,167.0,0.0,24.0,886.0,0.0,58.0,0.0,0.0,0.0,48.0,7.0,72.0,179.0,0.0,238.0,0.0,0.0,25.0,11.0,0.0,0.0,56.0,0.0,0.0,221.0
32011,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,866.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,658.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49007,0.0,0.0,0.0,0.0,8.0,0.0,16.0,9.0,0.0,239.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
72117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47157,27.0,39.0,372.0,110.0,323.0,679.0,542.0,130.0,263.0,16488.0,392.0,244.0,0.0,25.0,63.0,58.0,30.0,790.0,444.0,54.0,672.0,29.0,0.0,193.0,26.0,0.0,36.0,6.0,145.0,53.0,1117.0
50027,0.0,0.0,0.0,79.0,132.0,6.0,24.0,1.0,0.0,41.0,33.0,50.0,0.0,2.0,0.0,12.0,0.0,103.0,6.0,0.0,279.0,0.0,0.0,160.0,0.0,10.0,0.0,0.0,0.0,0.0,26.0
22019,0.0,0.0,0.0,0.0,94.0,0.0,19.0,0.0,0.0,816.0,28.0,39.0,0.0,0.0,14.0,149.0,39.0,146.0,15.0,0.0,76.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,14.0,9.0,78.0
72153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05093,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,420.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
37035,0.0,0.0,5.0,0.0,109.0,0.0,314.0,54.0,0.0,4529.0,50.0,9.0,0.0,11.0,0.0,0.0,256.0,130.0,279.0,4.0,123.0,0.0,0.0,87.0,0.0,0.0,0.0,71.0,0.0,0.0,133.0
53025,0.0,0.0,0.0,31.0,43.0,0.0,24.0,0.0,0.0,13970.0,0.0,3.0,0.0,0.0,0.0,88.0,0.0,136.0,73.0,8.0,379.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
17177,0.0,10.0,0.0,0.0,16.0,0.0,10.0,3.0,0.0,228.0,87.0,8.0,0.0,0.0,0.0,0.0,0.0,60.0,16.0,0.0,14.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,26.0
18113,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
08099,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1034.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2505.0,108.0,4.0,0.0,0.0,0.0,67.0,0.0,159.0,2.0,0.0,14.0,0.0,0.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13141,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41035,0.0,0.0,0.0,61.0,87.0,0.0,42.0,0.0,7.0,2456.0,0.0,10.0,0.0,0.0,2.0,0.0,0.0,64.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36035,0.0,0.0,7.0,14.0,43.0,3.0,1.0,0.0,0.0,12.0,24.0,11.0,0.0,0.0,0.0,3.0,0.0,29.0,0.0,18.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,20.0
36101,68.0,4.0,0.0,20.0,137.0,17.0,111.0,6.0,0.0,125.0,28.0,198.0,0.0,5.0,9.0,21.0,0.0,166.0,13.0,13.0,322.0,4.0,27.0,103.0,0.0,0.0,0.0,4.0,68.0,0.0,50.0
47103,0.0,0.0,5.0,130.0,18.0,0.0,0.0,0.0,0.0,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
30049,0.0,0.0,0.0,29.0,9.0,21.0,21.0,18.0,0.0,142.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,204.0,26.0,0.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0
55023,0.0,0.0,0.0,4.0,2.0,0.0,2.0,0.0,0.0,11.0,0.0,64.0,0.0,8.0,0.0,0.0,0.0,22.0,9.0,0.0,8.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,24.0
27107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
12133,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,145.0,47.0,11.0,0.0,0.0,0.0,0.0,0.0,52.0,7.0,0.0,28.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
36071,175.0,1383.0,0.0,35.0,434.0,24.0,203.0,364.0,0.0,6934.0,604.0,168.0,0.0,31.0,91.0,288.0,68.0,899.0,309.0,111.0,902.0,184.0,66.0,339.0,37.0,114.0,0.0,295.0,239.0,46.0,366.0
06045,0.0,0.0,0.0,31.0,73.0,21.0,88.0,0.0,30.0,7692.0,21.0,57.0,0.0,38.0,0.0,0.0,38.0,116.0,19.0,0.0,139.0,22.0,0.0,16.0,0.0,5.0,0.0,92.0,0.0,0.0,87.0
47055,0.0,22.0,0.0,0.0,19.0,0.0,9.0,0.0,0.0,224.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06027,0.0,0.0,0.0,0.0,3.0,6.0,28.0,33.0,0.0,821.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,14.0
45053,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,970.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,40.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0
13233,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,1248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0
36091,55.0,83.0,0.0,11.0,287.0,73.0,582.0,16.0,9.0,245.0,359.0,135.0,0.0,0.0,0.0,34.0,0.0,497.0,142.0,113.0,746.0,121.0,13.0,218.0,0.0,6.0,0.0,24.0,259.0,3.0,527.0
17165,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,28.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
22103,0.0,47.0,0.0,56.0,168.0,22.0,181.0,82.0,21.0,1076.0,0.0,16.0,0.0,0.0,24.0,8.0,179.0,116.0,295.0,14.0,693.0,47.0,0.0,281.0,0.0,0.0,0.0,2.0,0.0,42.0,66.0
29115,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51197,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
72033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51520,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39079,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06111,163.0,410.0,0.0,426.0,1833.0,2298.0,1585.0,1075.0,130.0,102405.0,661.0,431.0,0.0,190.0,36.0,74.0,197.0,2044.0,1302.0,242.0,3909.0,97.0,66.0,564.0,86.0,91.0,0.0,167.0,39.0,159.0,2402.0
39141,0.0,0.0,0.0,0.0,8.0,14.0,8.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,27.0,32.0,0.0,25.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21029,0.0,0.0,0.0,0.0,57.0,0.0,123.0,0.0,0.0,154.0,7.0,0.0,0.0,0.0,0.0,12.0,0.0,53.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,113.0
